,EUR,ADX,FLM,ILV,CVC,MOVR,TORN,USDP,POLY,ZRX,AVAX,OP,TROY,LOOM,HBAR,PERL,ALPINE,CTK,LRC,QNT,QI,REN,RGT,NEO,NGN,NEBL,MDX,IRIS,SYS,NEAR,JASMY,ZEN,PLA,WRX,RAD,ALICE,RUB,AXS,ETC,DUSK,SNX,TWT,RVN,BSW,BNB,NMR,WNXM,XTZ,FET,KLAY,CTSI,CRV,UMA,CHR,NANO,GNO,TLM,RSR,OCEAN,HIVE,HOT,LSK,DNT,AUD,XVS,DOT,MC,STPT,USDC,HIGH,OMG,IMX,WAXP,BTG,TFUEL,ETH,BUSD,QTUM,ENJ,BAT,AMB,INJ,MLN,BRL,XRP,MCO,LTC,COMP,BEL,HARD,NKN,LPT,TRX,GTC,DATA,XEM,GXC,MBL,IDRT,CAKE,GLMR,REQ,MBOX,SRM,BLZ,GTO,KAVA,NPXS,YGG,OOKI,DYDX,FIRO,FARM,PORTO,BAND,VAI,DAR,ICP,REP,CTXC,XLM,PLN,UNI,MIOTA,FOR,BTC,SOL,MINA,FUN,TRU,ELF,UAH,TOMO,AGLD,AUDIO,FIDA,DASH,ADA,LOKA,STEEM,ONT,MATIC,DOGE,TKO,FLOW,FTT,WAVES,RLC,RARE,KMD,LINA,BCPT,BTS,SXP,SCRT,BCH,AR,OGN,DOCK,MTL,GALA,SOLAN,JST,BIDR,STORJ,SLP,GRT,BOND,AMP,TUSD,YFII,ERD,KNC,WTC,ALPACA,WAN,DGB,SUSHI,DCR,APE,ALGO,STMX,IOTX,USDT,AAVE,GLM,NULS,USTC,ALPHA,ZIL,BURGER,TRIBE,COTI,FIL,VET,STORM,FRONT,BNT,VOXEL,EOS,API3,XMR,ICX,ONE,TRB,IDEX,BNX,ASTR,STX,WING,MANA,EGLD,MKR,AION,ANKR,IOST,SANTOS,AVA,LTO,CONT,ANT,NU,GMT,BKRW,ANC,APT,FIS,MDT,GAL,KSM,LAZIO,AVALA,XVG,LEND,LUNC,SPELL,REI,BAKE,POLS,LINK,FTM,CITY,ARDR,DIA,RUNE,WIN,THETA,STRAX,ENS,DENT,BTT,MFT,ATA,POWR,YFI,PEOPLE,GBP,QUICK,ZEC,USDS,BETA,UNFI,PHBV1,PAXG,KEY,CLV,KEEP,CHESS,BAL,DAI,ATOM,WOO,SHIB,BVND,DREP,LIT,TRY,ZAR,REEF,C98,COCOS,SAND,CELR,ROSE,ARPA,CHZ,HOLO,FIO,BSV,SC
TFUEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88417.32979664014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6411008108179486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,0.00086347583562874,0.0001569,,,0.00010724,,,,,0.00032931,,,,2.572e-05,,,,,0.00011842,,,,,0.016088,1.2345831430017654e-06,0.000448,,,,,,0.02966,,,,,6.432498009141866e-06,,0.025301,,,,,,0.13612,,,,,,,,,,,,,,,,2.77e-06,0.001167,,0.00035315098970564864,,,,,,,0.001962,,,,,,0.000833750208437552,0.003353,0.00052959,0.0001843,,,,9.348057146542948e-05,0.0003182,,0.06435,,,,,,3.052e-05,,5.449e-05,6.03e-05,0.0002024,,,,,,,,6.568e-05,,,,,,,0.002287,,,,,,,0.00705,,0.00012571,,,0.00037984,,13.907818975828212,0.01136,,7.87e-06,,0.00012066,1.7016352714959075e-05,,,,,0.06429,0.0006333,,0.0001657,0.00033,,,,,,0.007377,0.001326,,0.000268,,,,,0.000474,,,,,0.000752,,,,3.2472035326716896e-08,,6.111e-05,0.00025959,,,0.00047175151903989127,,,0.0007264,,,0.0002692,,,,,,9.86e-06,8.65e-06,0.0008331042296701741,0.11275,0.0001432,,,,3.897e-05,,,,,4.004e-05,,,0.001498,,0.001848,,0.09913,0.000373,,,,,,,,0.00025392,,,6.2e-05,,9.95e-06,,,,,,,,,,,,,,,,,1.01e-05,,,,,,,0.005186,,,,,,,0.0030306,0.000751,,1.13e-06,,3.46e-06,,8.508e-05,,,0.00099079550971475,,0.05769,,,,,,3.48e-06,,,,,0.0008336320514851155,,,,,,,5.432125590743658e-05,,,,,,,,,,,,,5.98e-06
BUSD,,,0.3457,,,,39.72,,,0.6981,11.3,,,,0.20342,,,1.1189,0.2456,,,,,6.57,0.002097095522701059,,1.613,,0.10404,1.829,,62.9,,1.1363,,4.1851,0.013643309321108927,7.17,53.63,,6.864,0.3102,0.05409,,288.51,11.01,,0.973,,0.9673,0.42621,1.702,,0.1376,,,0.0731,0.02363,0.4373,,0.00588,,0.12991,,18.128,5.66,,,1.0,,4.163,,,47.321,,1199.39,,7.111,1.1234,0.5733,,6.549,,0.19809825673534073,0.3816,,62.52,38.64,1.0911,0.7111,,18.33,0.05001,6.9,0.11594,0.1278,,,,12.93,,,,3.2287,,,3.85,,,,,,,,5.503,0.8938946992044337,,46.58,,,0.0903,,18.125,0.8058,0.02592,16680.31,13.63,,,0.1614,,,1.6248,,0.7754,,136.42,0.3242,,,0.6997,0.8727,0.0846,1.3299,,1.5737,15.634,2.811,,,0.0239,,,1.9038,,494.02,11.115,,0.09334,,,,0.04892,6.888001102080176e-05,,0.13,0.5506,,,0.9999,1938.76,,1.543,,,,0.04601,7.483,,2.877,0.8368,0.02091,0.01839,0.9992006394884093,58.5,,,,0.4483,0.08254,3.64,,0.14,4.31,0.08486,,0.536,3.1769,,0.899,,210.1,0.7926,0.06272,37.246,0.03631,,,,13.731,0.4172,80.24,2561.85,,,0.02109,,2.3518,,,3.4993,0.2338,0.396,,,4.6521,0.729,,,204.18,,,0.02144,,,,,1.8186,1.14,6.221,0.2259,,,1.125,6.245,0.0003915,6.426,1.5979,,,0.0026496,,0.47005,,32362.72,,,,39.6,,,6.115,,,,,0.2599,,20.245,1.0007004903432404,9.923,,8.31e-06,4.0781371069695365e-05,,2.2433,0.11507479861910243,,0.01497,,,0.5784,0.02685,0.05434,,0.241,,0.1572,,0.01262
QTUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.3535533749628,0.14039028499227854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699.248120300752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14039028499227854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENJ,1.053740779768177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.60764690787784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880.229387985334,0.8890469416785206,,,,,,,0.17611835153222966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29770.76510866329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2776138970829236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2357884330202669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.51256281407035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5385.029617662897,1.7406440382941688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58309.03790087464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7421602787456447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265822.7848101268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.956043956043956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15236934328813043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5099.959200326397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15241579027587257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.38,,,,,,1455.52,,,,,,,,,,,,,,,,,,,,,77.61,,,,,,,,,,10688.06,5.047,,5.662,,,,,,3.333,,688.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168837.0,168.9,,,,,,,,,,,6.774,,,,5.507,1.2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.11,,,,,,0.00198,,,,,0.01337,,,,,,,,,,,,,,,,,,,,,,4.2e-05,,,,,,,,,,,,,1.216,,,,
XRP,1.793400286944046,,,,,,,,,,,,,,,,,,,,,,,,0.002857142857142857,,,,,,,,,,,,0.02061940698585509,,,,,,,,436.3001745200698,,,,,,,,,,,,,,,,,,,1.131733816206428,,,,,1.5114873035066507,,,,,,,3141.690229343387,2.6198585276395074,,,,,,,0.2996703626011387,,,,,,,,,0.09775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43687.19965050241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.510574018126888,,,,,,,,,,,,,,2.6178010471204187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1017675865402805,,,,,,,,,,,,,,,,,,,,0.17394329448599757,,,,,,,,,,,,,
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTC,0.01656451880072884,,,,,,,,,,,,,,,,,,,,,,,,3.915702751172753e-06,,,,,,,,,,,,9.983228176663207e-05,,,,,,,,2.1123785382340516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.513496742165684,0.015992323684631375,,,,,,,0.001450347358192287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.73779674579885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007300335815447511,,,,,,,,,,,,,,0.015979546180888465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010170870626525632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025853154084798345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.4063848144952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025853154084798345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.85224274406335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91000091000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30637.254901960787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9155832265152902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0632809351068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3995801259622114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46838.4074941452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4027212792818067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161550.88852988693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.826953709513926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.673981191222571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054288816503800214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821.161901293025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054318305268875614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRX,18.281535648994517,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,4456.32798573975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32711.808963035655,19.99200319872051,,,,,,,,10.196798205363516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515463.91752577317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.429717636167256,,,,,,,,,,,,,,19.972039145196725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00605,,,,,0.0409,,,,,,,,,,,,,,,,,,,,,,,,,,1.7784101013693756,,,,,,,,,,,,,
GTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.44218814753419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14388489208633093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4835.58994197292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14450867052023122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18248.17518248175,8.5954959601169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288184.43804034585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.603630732168975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16471.750947125678,7.770007770007769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260416.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79423226812159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4914.004914004914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77519.37984496124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.313208420078649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43402.77777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.9433962264151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4169655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484504910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.29654403567447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07730364873222016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2586.652871184687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07736943907156672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10738831615120276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636942.6751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.17424647761726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3091190108191654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10347.682119205298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309319805747162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2066.115702479339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137.753557372085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239808.15347721823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.175660160734787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075268.817204301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.29974160206718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.51564828614009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25853154084798347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8676.789587852494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25933609958506226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPXS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OOKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
